ft,km,transmission,oem,model,modelYear,price,Insurance Validity,Color,Displacement,Turbo Charger,Super Charger,Location,RTO_grouped
Petrol,24197.0,Manual,Hyundai,Hyundai Santro,2019,509000.0,Comprehensive,Other,1086.0,False,False,Hyderabad,Unknown
Petrol,30000.0,Manual,Maruti,Maruti Baleno,2019,650000.0,Third Party,Other,1197.0,False,False,Hyderabad,Unknown
Diesel,80000.0,Manual,Maruti,Maruti Swift,2017,580000.0,Third Party,Gray,1248.0,True,False,Hyderabad,Unknown
Petrol,41000.0,Automatic,Honda,Honda Brio,2017,595000.0,Third Party,White,1198.0,False,False,Hyderabad,Unknown
Diesel,73000.0,Automatic,Hyundai,Hyundai Creta,2017,1100000.0,Third Party,Black,1582.0,True,False,Hyderabad,Unknown
Petrol,40000.0,Manual,Maruti,Maruti Swift Dzire,2022,770000.0,Third Party,Other,1197.0,False,False,Hyderabad,Unknown
Petrol,27000.0,Manual,Maruti,Maruti Swift,2018,695000.0,Comprehensive,Red,1197.0,False,False,Hyderabad,Unknown
Petrol,57380.0,Manual,Tata,Tata Tiago,2018,496000.0,Comprehensive,Silver,1199.0,False,False,Hyderabad,Unknown
Diesel,32483.0,Manual,Tata,Tata Nexon,2021,927999.9999999999,Third Party,Red,1497.0,True,False,Hyderabad,Unknown
Diesel,71220.0,Manual,Maruti,Maruti Vitara Brezza,2016,803999.9999999999,Third Party,Blue,1248.0,True,False,Hyderabad,Unknown
Diesel,70427.0,Manual,Hyundai,Hyundai Creta,2018,950000.0,Comprehensive,Black,1396.0,False,False,Hyderabad,Unknown
Petrol,52306.0,Automatic,Maruti,Maruti Alto K10,2018,400000.0,Comprehensive,Gray,998.0,False,False,Hyderabad,Unknown
Diesel,111670.0,Automatic,Volkswagen,Volkswagen Vento,2015,550000.0,Comprehensive,White,1498.0,True,False,Hyderabad,Unknown
Petrol,40000.0,Manual,Maruti,Maruti Wagon R,2019,475000.0,Third Party,Other,998.0,False,False,Hyderabad,Unknown
Petrol,88471.0,Manual,Honda,Honda City,2012,417000.0,Third Party,Silver,1497.0,False,False,Hyderabad,Andhra Pradesh
Diesel,88479.0,Manual,Hyundai,Hyundai Grand i10,2018,532000.0,Third Party,Silver,1186.0,False,False,Hyderabad,Unknown
Diesel,50003.0,Automatic,Volkswagen,Volkswagen Vento,2018,944000.0,Comprehensive,Blue,1498.0,True,False,Hyderabad,Unknown
Petrol,82163.0,Manual,Hyundai,Hyundai Grand i10,2017,501000.0,Comprehensive,Other,1197.0,False,False,Hyderabad,Unknown
Petrol,40000.0,Manual,Maruti,Maruti Baleno,2022,850000.0,Third Party,White,1197.0,False,False,Hyderabad,Unknown
Petrol,108560.0,Manual,Maruti,Maruti Swift,2016,472000.0,Third Party,Other,1197.0,False,False,Hyderabad,Unknown
Diesel,70000.0,Manual,Mahindra,Mahindra XUV500,2014,860000.0,Third Party,Black,2179.0,True,False,Hyderabad,Delhi
Petrol,28292.0,Manual,Datsun,Datsun RediGO,2021,469000.00000000006,Third Party,Brown,999.0,False,False,Hyderabad,Unknown
Petrol,117467.0,Manual,Maruti,Maruti Alto 800,2017,289000.0,Comprehensive,Silver,796.0,False,False,Hyderabad,Unknown
Petrol,65000.0,Manual,Maruti,Maruti Baleno,2019,690000.0,Third Party,Other,1197.0,False,False,Hyderabad,Unknown
Petrol,60541.0,Manual,Hyundai,Hyundai i10,2012,321000.0,Third Party,Red,1197.0,False,False,Hyderabad,Andhra Pradesh
Petrol,60000.0,Manual,Ford,Ford Ecosport,2015,575000.0,Third Party,Silver,999.0,True,False,Hyderabad,Unknown
Petrol,76355.0,Manual,Honda,Honda City,2019,890000.0,Third Party,White,1497.0,False,False,Hyderabad,Unknown
Petrol,60000.0,Automatic,Maruti,Maruti S-Presso,2021,525000.0,Third Party,Other,998.0,False,False,Hyderabad,Unknown
Diesel,96000.0,Manual,MG,MG Hector,2019,1650000.0,Third Party,Silver,1956.0,True,False,Hyderabad,Unknown
Petrol,40000.0,Manual,Hyundai,Hyundai Grand i10 Nios,2020,599000.0,Third Party,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,30000.0,Manual,Hyundai,Hyundai Venue,2021,1019999.9999999999,Third Party,Other,998.0,True,False,Hyderabad,Unknown
Petrol,101543.0,Manual,Maruti,Maruti Swift Dzire,2014,443000.0,Comprehensive,Silver,1197.0,False,False,Hyderabad,Unknown
Petrol,66424.0,Manual,Maruti,Maruti Baleno,2016,644000.0,Comprehensive,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,33433.0,Manual,Tata,Tata Tiago,2018,519000.00000000006,Third Party,Orange,1199.0,False,False,Hyderabad,Unknown
Diesel,72169.0,Manual,Hyundai,Hyundai i20,2016,695000.0,Third Party,Red,1396.0,True,False,Hyderabad,Unknown
Petrol,48175.0,Automatic,Honda,Honda City,2018,981000.0,Third Party,Brown,1497.0,False,False,Hyderabad,Unknown
Petrol,73452.0,Manual,Maruti,Maruti Celerio,2014,425000.0,Third Party,Yellow,998.0,False,False,Hyderabad,Unknown
Petrol,54807.0,Automatic,MG,MG Hector,2020,1537000.0,Third Party,White,1451.0,True,False,Hyderabad,Unknown
Petrol,47118.0,Manual,Maruti,Maruti Alto 800,2017,323000.0,Comprehensive,Blue,796.0,False,False,Hyderabad,Unknown
Petrol,100000.0,Manual,Tata,Tata Nexon,2017,700000.0,Third Party,Gray,1198.0,True,False,Hyderabad,Unknown
Petrol,51000.0,Manual,Maruti,Maruti Celerio,2016,425000.0,Third Party,Gray,998.0,False,False,Hyderabad,Unknown
Petrol,31846.0,Manual,Renault,Renault KWID,2017,385000.0,Third Party,Silver,999.0,False,False,Hyderabad,Unknown
Diesel,63000.0,Manual,Hyundai,Hyundai Grand i10,2015,545000.0,Third Party,Other,1120.0,False,False,Hyderabad,Unknown
Diesel,114676.0,Manual,Hyundai,Hyundai i20,2015,588000.0,Comprehensive,White,1396.0,True,False,Hyderabad,Unknown
Diesel,82662.0,Manual,Hyundai,Hyundai i20,2019,747000.0,Third Party,Silver,1396.0,True,False,Hyderabad,Unknown
Petrol,50000.0,Manual,Maruti,Maruti Alto K10,2014,280000.0,Third Party,Other,998.0,False,False,Hyderabad,Unknown
Petrol,66518.0,Manual,Renault,Renault Triber,2019,633000.0,Third Party,Silver,999.0,False,False,Hyderabad,Unknown
Petrol,57927.0,Manual,Honda,Honda City,2017,814000.0,Comprehensive,Silver,1497.0,False,False,Hyderabad,Unknown
Petrol,40000.0,Manual,Maruti,Maruti Ciaz,2019,900000.0,Third Party,Other,1462.0,False,False,Hyderabad,Unknown
Petrol,16115.0,Manual,Tata,Tata Tiago,2021,605000.0,Comprehensive,Other,1199.0,False,False,Hyderabad,Unknown
Petrol,50829.0,Manual,Hyundai,Hyundai i10,2009,270000.0,Not Available,Red,1197.0,False,False,Hyderabad,Andhra Pradesh
Petrol,25467.0,Manual,Hyundai,Hyundai Grand i10 Nios,2019,622000.0,Comprehensive,Other,1197.0,False,False,Hyderabad,Unknown
Petrol,71071.0,Manual,Maruti,Maruti Alto 800,2020,317000.0,Third Party,Silver,796.0,False,False,Hyderabad,Unknown
Petrol,55000.0,Manual,Hyundai,Hyundai Verna,2016,795000.0,Third Party,Silver,1591.0,False,False,Hyderabad,Unknown
Petrol,55563.0,Manual,Hyundai,Hyundai i20,2017,602000.0,Comprehensive,White,1197.0,False,False,Hyderabad,Unknown
Petrol,54000.0,Automatic,Hyundai,Hyundai Grand i10,2015,575000.0,Third Party,Orange,1197.0,False,False,Hyderabad,Unknown
Petrol,70000.0,Manual,Hyundai,Hyundai i20,2019,675000.0,Third Party,Other,1197.0,False,False,Hyderabad,Unknown
Petrol,41000.0,Automatic,Ford,Ford Ecosport,2016,750000.0,Third Party,Gray,1496.0,False,False,Hyderabad,Unknown
Petrol,70000.0,Manual,Hyundai,Hyundai i20,2011,350000.0,Third Party,Other,1197.0,False,False,Hyderabad,Unknown
Petrol,62500.0,Manual,Maruti,Maruti Baleno,2020,749000.0,Third Party,Red,1197.0,False,False,Hyderabad,Unknown
Petrol,20000.0,Manual,Hyundai,Hyundai Santro,2021,550000.0,Third Party,Other,1086.0,False,False,Hyderabad,Unknown
Petrol,60350.0,Manual,Hyundai,Hyundai i20,2016,599000.0,Comprehensive,White,1197.0,False,False,Hyderabad,Unknown
Petrol,52266.0,Manual,Hyundai,Hyundai i20,2015,570000.0,Comprehensive,Red,1197.0,False,False,Hyderabad,Unknown
Diesel,58431.0,Manual,Maruti,Maruti Ciaz,2018,894999.9999999999,Third Party,Blue,1248.0,True,False,Hyderabad,Unknown
Petrol,41372.0,Automatic,Honda,Honda City,2017,1011000.0,Third Party,Silver,1497.0,False,False,Hyderabad,Unknown
Petrol,46863.0,Manual,Maruti,Maruti Alto 800,2014,267000.0,Third Party,Silver,796.0,False,False,Hyderabad,Unknown
Petrol,49374.0,Manual,Hyundai,Hyundai i10,2014,369000.0,Third Party,Silver,1086.0,False,False,Hyderabad,Unknown
Diesel,120000.0,Manual,Skoda,Skoda Rapid,2012,360000.0,Third Party,Other,1598.0,True,False,Hyderabad,Andhra Pradesh
Petrol,62832.0,Manual,Tata,Tata Tiago,2021,605000.0,Third Party,Silver,1199.0,False,False,Hyderabad,Unknown
Petrol,61155.0,Manual,Hyundai,Hyundai i20,2016,585000.0,Third Party,Silver,1197.0,False,False,Hyderabad,Unknown
Petrol,12045.0,Manual,Maruti,Maruti Swift,2021,723000.0,Third Party,Silver,1197.0,False,False,Hyderabad,Unknown
Petrol,60700.0,Manual,Maruti,Maruti Ciaz,2020,894999.9999999999,Third Party,White,1462.0,False,False,Hyderabad,Unknown
Diesel,85000.0,Automatic,Mercedes-Benz,Mercedes-Benz C-Class,2013,1350000.0,Third Party,White,2143.0,True,False,Hyderabad,Andhra Pradesh
Petrol,44276.0,Automatic,Honda,Honda City,2020,1320000.0,Third Party,Brown,1497.0,False,False,Hyderabad,Unknown
Petrol,22264.0,Manual,Maruti,Maruti Alto 800,2021,429000.0,Third Party,White,796.0,False,False,Hyderabad,Unknown
Petrol,103763.0,Manual,Maruti,Maruti Ignis,2018,376000.0,Third Party,White,1197.0,False,False,Hyderabad,Unknown
Petrol,49043.0,Manual,Hyundai,Hyundai i10,2012,312000.0,Third Party,Silver,1197.0,False,False,Hyderabad,Andhra Pradesh
Petrol,70666.0,Automatic,Maruti,Maruti Celerio,2017,492000.0,Comprehensive,Red,998.0,False,False,Hyderabad,Unknown
Diesel,65815.0,Automatic,Maruti,Maruti Swift Dzire,2018,800000.0,Comprehensive,Silver,1248.0,True,False,Hyderabad,Unknown
Petrol,79000.0,Manual,Maruti,Maruti Alto,2010,165000.0,Third Party,Other,796.0,False,False,Hyderabad,Andhra Pradesh
Petrol,48580.0,Automatic,Maruti,Maruti Baleno,2020,831000.0,Comprehensive,Other,1197.0,False,False,Hyderabad,Unknown
Petrol,44646.0,Manual,Hyundai,Hyundai i20,2018,691000.0,Comprehensive,White,1197.0,False,False,Hyderabad,Unknown
Petrol,71963.0,Manual,Maruti,Maruti Wagon R,2008,175000.0,Comprehensive,Red,998.0,False,False,Hyderabad,Andhra Pradesh
Petrol,26678.0,Manual,Hyundai,Hyundai Grand i10,2017,493000.0,Comprehensive,Red,1197.0,False,False,Hyderabad,Unknown
Diesel,152000.0,Manual,Honda,Honda City,2015,599000.0,Third Party,White,1498.0,True,False,Hyderabad,Unknown
Diesel,83000.0,Manual,Skoda,Skoda Rapid,2017,825000.0,Third Party,White,1498.0,True,False,Hyderabad,Unknown
Diesel,80000.0,Manual,Maruti,Maruti Ritz,2012,375000.0,Third Party,Blue,1248.0,True,False,Hyderabad,Andhra Pradesh
Diesel,94514.0,Manual,Maruti,Maruti Swift,2011,323000.0,Third Party,Black,1248.0,True,False,Hyderabad,Andhra Pradesh
Petrol,67037.0,Manual,Maruti,Maruti Swift Dzire,2015,487000.0,Third Party,Silver,1197.0,False,False,Hyderabad,Unknown
Petrol,55943.0,Manual,Hyundai,Hyundai i20,2018,672000.0,Third Party,Silver,1197.0,False,False,Hyderabad,Unknown
Diesel,71000.0,Automatic,Hyundai,Hyundai Creta,2018,1350000.0,Third Party,White,1582.0,True,False,Hyderabad,Unknown
Petrol,117924.0,Automatic,Maruti,Maruti Celerio,2018,457000.0,Third Party,Other,998.0,False,False,Hyderabad,Unknown
Petrol,92195.0,Manual,Maruti,Maruti Wagon R,2013,311000.0,Comprehensive,White,998.0,False,False,Hyderabad,Andhra Pradesh
Petrol,49009.0,Automatic,Maruti,Maruti Swift,2018,623000.0,Comprehensive,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,70000.0,Manual,Hyundai,Hyundai i10,2009,200000.0,Third Party,Other,1197.0,False,False,Hyderabad,Andhra Pradesh
Diesel,39000.0,Automatic,Hyundai,Hyundai Verna,2018,925000.0,Comprehensive,Black,1582.0,True,False,Hyderabad,Unknown
Diesel,93615.0,Automatic,Hyundai,Hyundai Creta,2018,1150000.0,Comprehensive,White,1582.0,True,False,Hyderabad,Unknown
Petrol,6400.0,Manual,Toyota,Toyota Innova Crysta,2022,2550000.0,Third Party,White,2694.0,False,False,Hyderabad,Unknown
Petrol,16727.0,Manual,Maruti,Maruti Ciaz,2022,894999.9999999999,Comprehensive,Other,1462.0,False,False,Hyderabad,Unknown
Petrol,63334.0,Manual,Hyundai,Hyundai Creta,2019,1009000.0,Third Party,Red,1591.0,False,False,Hyderabad,Unknown
Petrol,96540.0,Manual,Maruti,Maruti Ignis,2018,441000.0,Third Party,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,53861.0,Manual,Ford,Ford Ecosport,2014,425000.0,Third Party,Silver,1499.0,False,False,Hyderabad,Unknown
Petrol,65761.0,Manual,Maruti,Maruti Wagon R,2012,306000.0,Third Party,Silver,998.0,False,False,Hyderabad,Andhra Pradesh
Diesel,67000.0,Manual,Volkswagen,Volkswagen Vento,2015,600000.0,Third Party,Gold,1498.0,True,False,Hyderabad,Unknown
Diesel,122100.0,Manual,Jeep,Jeep Compass,2018,1385000.0,Third Party,Silver,1956.0,True,False,Hyderabad,Unknown
Diesel,53873.0,Automatic,Maruti,Maruti Swift Dzire,2017,736000.0,Comprehensive,Brown,1248.0,True,False,Hyderabad,Unknown
Diesel,60000.0,Manual,Maruti,Maruti Vitara Brezza,2019,840000.0,Third Party,Other,1248.0,True,False,Hyderabad,Unknown
Diesel,89197.0,Manual,Maruti,Maruti Swift,2013,426000.0,Third Party,Red,1248.0,True,False,Hyderabad,Andhra Pradesh
Petrol,30000.0,Manual,Datsun,Datsun RediGO,2020,305000.0,Third Party,Other,799.0,False,False,Hyderabad,Unknown
Petrol,70000.0,Manual,Hyundai,Hyundai i20,2018,629000.0,Third Party,Other,1197.0,False,False,Hyderabad,Unknown
Petrol,28700.0,Automatic,Maruti,Maruti Baleno,2021,869000.0,Third Party,Gray,1197.0,False,False,Hyderabad,Unknown
Petrol,91629.0,Manual,Hyundai,Hyundai i10,2012,300000.0,Comprehensive,Silver,1197.0,False,False,Hyderabad,Andhra Pradesh
Petrol,7058.0,Manual,Maruti,Maruti Baleno,2022,869999.9999999999,Not Available,Blue,1197.0,False,False,Hyderabad,Unknown
Diesel,86500.0,Automatic,Maruti,Maruti Swift Dzire,2017,775000.0,Third Party,White,1248.0,True,False,Hyderabad,Unknown
Petrol,76438.0,Manual,Honda,Honda Amaze,2015,416000.0,Third Party,Brown,1198.0,False,False,Hyderabad,Unknown
Petrol,24489.0,Manual,Hyundai,Hyundai Creta,2017,1025000.0,Zero Dep,Black,1591.0,False,False,Hyderabad,Unknown
Petrol,20000.0,Automatic,Maruti,Maruti Swift,2022,790000.0,Third Party,Other,1197.0,False,False,Hyderabad,Unknown
Diesel,110600.0,Manual,Hyundai,Hyundai Verna,2017,855000.0000000001,Comprehensive,Silver,1582.0,True,False,Hyderabad,Unknown
Petrol,63840.0,Manual,Maruti,Maruti Baleno,2019,649000.0,Third Party,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,74000.0,Manual,Hyundai,Hyundai i10,2009,229999.99999999997,Third Party,Red,1197.0,False,False,Hyderabad,Andhra Pradesh
Petrol,21314.0,Manual,Tata,Tata Tiago,2021,599000.0,Zero Dep,Silver,1199.0,False,False,Hyderabad,Unknown
Diesel,40007.0,Automatic,Hyundai,Hyundai Verna,2017,900000.0,Comprehensive,White,1582.0,True,False,Hyderabad,Unknown
Diesel,89997.0,Manual,Maruti,Maruti Swift Dzire,2015,622000.0,Third Party,Red,1248.0,True,False,Hyderabad,Unknown
Petrol,64736.0,Manual,Honda,Honda Brio,2014,362000.0,Comprehensive,White,1198.0,False,False,Hyderabad,Unknown
Petrol,57000.0,Automatic,Maruti,Maruti Celerio,2016,459999.99999999994,Third Party,Silver,998.0,False,False,Hyderabad,Unknown
Diesel,120000.0,Manual,Toyota,Toyota Innova,2006,400000.0,Third Party,Other,2494.0,False,False,Hyderabad,Andhra Pradesh
Diesel,88000.0,Manual,Kia,Kia Seltos,2019,1325000.0,Third Party,Blue,1493.0,True,False,Hyderabad,Unknown
Petrol,80000.0,Manual,Hyundai,Hyundai i10,2009,215000.0,Third Party,Other,1197.0,False,False,Hyderabad,Andhra Pradesh
Petrol,49500.0,Manual,Hyundai,Hyundai Venue,2020,1050000.0,Third Party,Red,998.0,True,False,Hyderabad,Unknown
Petrol,15985.0,Manual,Renault,Renault KWID,2020,465000.00000000006,Third Party,Brown,999.0,False,False,Hyderabad,Unknown
Petrol,85871.0,Manual,Honda,Honda City,2015,574000.0,Comprehensive,Red,1497.0,False,False,Hyderabad,Unknown
Petrol,73665.0,Manual,Hyundai,Hyundai i10,2012,295000.0,Third Party,Silver,1197.0,False,False,Hyderabad,Andhra Pradesh
Petrol,73202.0,Manual,Hyundai,Hyundai i20,2016,605000.0,Third Party,Red,1197.0,False,False,Hyderabad,Unknown
Petrol,80000.0,Automatic,Honda,Honda Amaze,2016,565000.0,Third Party,Gold,1199.0,False,False,Hyderabad,Unknown
Diesel,58006.0,Manual,Maruti,Maruti Swift,2017,608000.0,Comprehensive,White,1248.0,True,False,Hyderabad,Unknown
Petrol,64000.0,Automatic,Maruti,Maruti Swift,2019,725000.0,Third Party,Gray,1197.0,False,False,Hyderabad,Unknown
Petrol,50670.0,Manual,Honda,Honda Brio,2014,369000.0,Third Party,White,1198.0,False,False,Hyderabad,Unknown
Petrol,41058.0,Automatic,Hyundai,Hyundai Santro,2020,508000.0,Third Party,Other,1086.0,False,False,Hyderabad,Unknown
Diesel,120000.0,Manual,Renault,Renault Duster,2013,360000.0,Third Party,White,1461.0,True,False,Hyderabad,Andhra Pradesh
Petrol,41000.0,Manual,Hyundai,Hyundai Venue,2019,919999.9999999999,Third Party,Gray,998.0,True,False,Hyderabad,Unknown
Petrol,40000.0,Manual,Hyundai,Hyundai i20,2019,740000.0,Third Party,Blue,1197.0,False,False,Hyderabad,Unknown
Petrol,16000.0,Automatic,Hyundai,Hyundai Grand i10,2016,625000.0,Third Party,Other,1197.0,False,False,Hyderabad,Unknown
Petrol,69900.0,Automatic,Maruti,Maruti Celerio,2016,450000.0,Third Party,Silver,998.0,False,False,Hyderabad,Unknown
Petrol,120000.0,Manual,Honda,Honda City,2016,650000.0,Third Party,Silver,1497.0,False,False,Hyderabad,Unknown
Petrol,95000.0,Manual,Tata,Tata Tiago,2016,450000.0,Third Party,Silver,1199.0,False,False,Hyderabad,Unknown
Petrol,66000.0,Automatic,Honda,Honda City,2014,675000.0,Third Party,White,1497.0,False,False,Hyderabad,Unknown
Diesel,67905.0,Manual,Maruti,Maruti Ciaz,2016,652000.0,Zero Dep,Silver,1248.0,True,False,Hyderabad,Unknown
Petrol,19348.0,Manual,Hyundai,Hyundai Santro,2019,496000.0,Third Party,Other,1086.0,False,False,Hyderabad,Unknown
Petrol,35000.0,Manual,Honda,Honda Amaze,2017,650000.0,Third Party,Brown,1198.0,False,False,Hyderabad,Unknown
Petrol,30811.0,Manual,Hyundai,Hyundai Verna,2017,789000.0,Comprehensive,Other,1591.0,False,False,Hyderabad,Unknown
Petrol,90184.0,Manual,Honda,Honda Brio,2012,311000.0,Third Party,White,1198.0,False,False,Hyderabad,Andhra Pradesh
Petrol,66039.0,Manual,Hyundai,Hyundai Verna,2016,613000.0,Third Party,Other,1591.0,False,False,Hyderabad,Unknown
Diesel,120000.0,Manual,Hyundai,Hyundai Xcent,2017,390000.0,Third Party,Other,1186.0,True,False,Hyderabad,Unknown
Petrol,89205.0,Manual,Honda,Honda City,2013,517000.0,Comprehensive,Silver,1497.0,False,False,Hyderabad,Andhra Pradesh
Petrol,50000.0,Manual,Hyundai,Hyundai Venue,2020,999000.0,Third Party,Other,998.0,True,False,Hyderabad,Unknown
Petrol,80000.0,Automatic,Maruti,Maruti Baleno,2018,740000.0,Third Party,Other,1197.0,False,False,Hyderabad,Unknown
Diesel,29000.0,Manual,MG,MG Hector,2020,1650000.0,Third Party,Red,1956.0,True,False,Hyderabad,Unknown
Petrol,56962.0,Automatic,Maruti,Maruti Baleno,2017,550000.0,Not Available,Gray,1197.0,False,False,Hyderabad,Unknown
Diesel,90000.0,Automatic,Skoda,Skoda Rapid,2015,550000.0,Third Party,Other,1498.0,True,False,Hyderabad,Unknown
Petrol,101739.0,Manual,Volkswagen,Volkswagen Polo,2018,501999.99999999994,Comprehensive,White,999.0,False,False,Hyderabad,Unknown
Petrol,69049.0,Manual,Tata,Tata Tiago,2019,552000.0,Zero Dep,Other,1199.0,False,False,Hyderabad,Unknown
Diesel,110000.0,Manual,Maruti,Maruti Vitara Brezza,2018,830000.0000000001,Third Party,Red,1248.0,True,False,Hyderabad,Unknown
Petrol,56242.0,Manual,Honda,Honda Amaze,2017,579000.0,Zero Dep,Brown,1199.0,False,False,Hyderabad,Unknown
Diesel,124281.0,Manual,Mahindra,Mahindra XUV500,2018,1215000.0,Third Party,Gray,1997.0,True,False,Hyderabad,Unknown
Petrol,38000.0,Manual,Hyundai,Hyundai Venue,2019,950000.0,Third Party,White,998.0,True,False,Hyderabad,Unknown
Petrol,122117.0,Manual,Maruti,Maruti Swift Dzire,2013,421000.0,Comprehensive,White,1197.0,False,False,Hyderabad,Andhra Pradesh
Diesel,108632.0,Manual,Ford,Ford Ecosport,2019,869999.9999999999,Comprehensive,Silver,1498.0,True,False,Hyderabad,Unknown
Diesel,116988.0,Manual,Ford,Ford Ecosport,2017,677000.0,Third Party,Black,1498.0,True,False,Hyderabad,Unknown
Petrol,60000.0,Automatic,Honda,Honda City,2014,725000.0,Third Party,Other,1497.0,False,False,Hyderabad,Unknown
Diesel,120000.0,Manual,Honda,Honda Amaze,2018,650000.0,Third Party,Other,1498.0,True,False,Hyderabad,Unknown
Diesel,92000.0,Manual,Hyundai,Hyundai Creta,2016,980000.0000000001,Third Party,Red,1582.0,True,False,Hyderabad,Unknown
Diesel,72761.0,Manual,Tata,Tata Tiago,2018,590000.0,Third Party,Orange,1047.0,True,False,Hyderabad,Unknown
Petrol,72473.0,Manual,Hyundai,Hyundai i10,2013,299000.0,Comprehensive,Silver,1197.0,False,False,Hyderabad,Andhra Pradesh
Diesel,63000.0,Manual,Honda,Honda Amaze,2018,875000.0,Third Party,Brown,1498.0,True,False,Hyderabad,Unknown
Petrol,40404.0,Automatic,Honda,Honda Jazz,2016,550000.0,Third Party,Silver,1199.0,False,False,Hyderabad,Unknown
Petrol,96407.0,Automatic,Honda,Honda City,2018,969999.9999999999,Comprehensive,Brown,1497.0,False,False,Hyderabad,Unknown
Petrol,20000.0,Manual,Hyundai,Hyundai Grand i10,2017,590000.0,Third Party,Other,1197.0,False,False,Hyderabad,Unknown
Petrol,53456.0,Manual,Honda,Honda City,2017,771000.0,Comprehensive,Silver,1497.0,False,False,Hyderabad,Unknown
Petrol,91603.0,Manual,Maruti,Maruti Alto 800,2016,256999.99999999997,Comprehensive,White,796.0,False,False,Hyderabad,Unknown
Petrol,30224.0,Manual,Tata,Tata Tiago,2021,581000.0,Third Party,Red,1199.0,False,False,Hyderabad,Unknown
Diesel,70000.0,Manual,Honda,Honda City,2017,1025000.0,Third Party,Other,1498.0,True,False,Hyderabad,Unknown
Diesel,120000.0,Manual,Hyundai,Hyundai i20,2013,400000.0,Third Party,Other,1396.0,False,False,Hyderabad,Unknown
